Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1490.92709,1658.030785,2068.123979,2874.288483,3771.278957,5291.575305,6771.414797,8458.017154,7165.223175,9070.488253,11634.0012,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,9247.581331,9812.626371,9812.595808,9121.637138,10041.48984
