Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Kazakhstan,KAZ,"Primary education, pupils",SE.PRM.ENRL,1190069.0,1158299.0,1120005.0,1079598.0,1023974.0,972931.0,947807.0,956019.0,950976.0,957919.0,985599.0,1008459.0,1056916.0,1122282.0,1196027.0,1273774.0,1356500.0,1406967.0,1461448.0,1513077.0
